473|ffe6e6fa|10|Left,Right|UGG|Boot|Male
474|fffff5ee|12|Left,Right|Cherokee|Casual|Male
475|ff98fb98|13.5|Left,Right|Van Heusen|Sandal|Male
476|ffffa500|12|Left,Right|FRYE|Boot|Male
477|ff8b0000|13|Left,Right|Brooks|Casual|Male
478|ffe9967a|15|Left,Right|Calvin Klein|Formal|Male
479|ffffa500|9.5|Left,Right|Merrell|Sport|Male
480|ffe9967a|10.5|Left,Right|CLARKS|Casual|Male
481|ffffdab9|12|Left,Right|Converse|Boot|Male
482|ff8b4513|10|Left,Right|Lacoste|Boot|Male
483|fffa8072|12.5|Left,Right|NIKE|Casual|Male
484|ff2f4f4f|15|Left,Right|NIKE|Formal|Male
485|ffffe4b5|10|Left,Right|KEEN|Casual|Male
486|ff5f9ea0|12|Left,Right|CLARKS|Casual|Male
487|ff808000|13|Left,Right|Ted Baker|Casual|Male
488|fff5fffa|12|Left,Right|FRYE|Formal|Male
489|ff00ffff|13.5|Left,Right|PUMA|Sport|Male
490|ff00fa9a|13|Left,Right|Timberland|Casual|Male
491|ffff69b4|10|Left,Right|Cherokee|Sport|Male
492|ff3cb371|10|Left,Right|AX Armani Exchange|Formal|Male
493|ffa52a2a|10|Left,Right|Brooks|Boot|Male
494|ffffb6c1|12.5|Left,Right|Brooks|Sport|Male
495|ffd2691e|10|Left,Right|New Balance|Formal|Male
496|fffffff0|14|Left,Right|Sperry Top-Sider|Casual|Male
497|ff808080|15|Left,Right|Columbia|Sport|Male
498|ff87ceeb|11.5|Left,Right|Aldo|Sport|Male
499|ffcd853f|14.5|Left,Right|KEEN|Sport|Male
500|ffbc8f8f|14.5|Left,Right|Skechers|Formal|Male
501|ff808000|9.5|Left,Right|Brooks|Formal|Male
502|ff8b4513|11|Left,Right|Skechers|Formal|Male
503|ff008080|9|Left,Right|Ted Baker|Casual|Male
504|fffffaf0|13.5|Left,Right|Carhartt|Formal|Male
505|ff228b22|14|Left,Right|Cherokee|Boot|Male
506|ffffebcd|13.5|Left,Right|Columbia|Sport|Male
507|fff5f5f5|9.5|Left,Right|Reef|Casual|Male
508|ffdaa520|10.5|Left,Right|Carhartt|Formal|Male
509|ff00008b|13.5|Left,Right|Lacoste|Sandal|Male
510|ff6b8e23|8.5|Left,Right|Van Heusen|Casual|Male
511|ff8a2be2|12|Left,Right|Salomon|Sandal|Male
512|ff9370db|8.5|Left,Right|Skechers|Sandal|Male
513|ff7cfc00|9|Left,Right|CLARKS|Sandal|Male
514|ffbc8f8f|11.5|Left,Right|Ted Baker|Boot|Male
515|ff006400|8.5|Left,Right|Crocs|Sandal|Male
516|ff9932cc|14|Left,Right|Reef|Boot|Male
517|ff696969|11.5|Left,Right|Dansko|Sport|Male
518|ff008000|8|Left,Right|Merrell|Boot|Male
519|ffe6e6fa|12|Left,Right|AX Armani Exchange|Boot|Male
520|ffa9a9a9|10|Left,Right|Crocs|Formal|Male
521|ffd8bfd8|8.5|Left,Right|CLARKS|Casual|Male
522|fff0f8ff|13.5|Left,Right|Reef|Boot|Male
523|fff5fffa|13|Left,Right|Champion|Sandal|Male
524|fff0fff0|14|Left,Right|Van Heusen|Boot|Male
525|ffd2691e|12|Left,Right|ASICS|Sandal|Male
526|ff3cb371|11.5|Left,Right|Columbia|Sandal|Male
527|ffdeb887|14.5|Left,Right|Merrell|Sport|Male
528|ffc71585|11|Left,Right|Sperry Top-Sider|Sandal|Male
529|ffc71585|9.5|Left,Right|RockDove|Formal|Male
530|ffe9967a|13.5|Left,Right|Brooks|Boot|Male
531|ffffffe0|11|Left,Right|Columbia|Boot|Male
532|ffffebcd|15|Left,Right|PUMA|Formal|Male
533|fffffacd|13.5|Left,Right|Merrell|Casual|Male
534|ffd2b48c|10|Left,Right|KEEN|Sandal|Male
535|ffa9a9a9|13|Left,Right|Cole Haan|Casual|Male
536|ff20b2aa|12.5|Left,Right|NIKE|Boot|Male
537|ffe0ffff|12|Left,Right|Adidas|Casual|Male
538|ffa52a2a|10.5|Left,Right|Timberland|Formal|Male
539|ff8b0000|14|Left,Right|CLARKS|Casual|Male
540|ffffe4e1|14|Left,Right|Skechers|Sport|Male
541|ff00fa9a|11.5|Left,Right|KEEN|Boot|Male
542|ffb22222|10.5|Left,Right|Dansko|Sandal|Male
543|ff800080|14|Left,Right|Timberland|Formal|Male
544|ff556b2f|15|Left,Right|Aldo|Sandal|Male
545|ffe9967a|14|Left,Right|NIKE|Boot|Male
546|ff8fbc8f|9.5|Left,Right|Van Heusen|Boot|Male
547|ffdcdcdc|11.5|Left,Right|Adidas|Casual|Male
548|ff008080|10|Left,Right|Salomon|Boot|Male
549|ffffdead|13|Left,Right|UGG|Casual|Male
550|ff20b2aa|8|Left,Right|PUMA|Casual|Male
551|ff00ced1|13|Left,Right|RockDove|Formal|Male
552|fff08080|8.5|Left,Right|PUMA|Boot|Male
553|ffdcdcdc|8.5|Left,Right|Crocs|Casual|Male
554|ffffe4c4|12|Left,Right|RockDove|Formal|Male
555|ffdcdcdc|10|Left,Right|Salomon|Sport|Male
556|ffe6e6fa|8.5|Left,Right|Cherokee|Casual|Male
557|ffeee8aa|15|Left,Right|Timberland|Casual|Male
558|ffffdab9|10.5|Left,Right|AX Armani Exchange|Casual|Male
559|ff8b008b|9|Left,Right|ASICS|Formal|Male
560|ffcd853f|13|Left,Right|Skechers|Boot|Male
561|ff40e0d0|12|Left,Right|KEEN|Boot|Male
562|ffdaa520|11|Left,Right|Salomon|Boot|Male
563|ff4169e1|14.5|Left,Right|Brooks|Sport|Male
564|ff00ffff|10.5|Left,Right|Calvin Klein|Formal|Male
565|ff90ee90|10|Left,Right|Carhartt|Casual|Male
566|fffff0f5|14.5|Left,Right|Crocs|Boot|Male
567|ff7fffd4|13|Left,Right|Calvin Klein|Formal|Male
568|ff800080|12|Left,Right|Merrell|Formal|Male
569|ffdda0dd|15|Left,Right|FRYE|Formal|Male
570|ff00fa9a|10|Left,Right|Lacoste|Casual|Male
571|ff00ffff|12|Left,Right|Skechers|Sport|Male
572|ffbc8f8f|10|Left,Right|KEEN|Boot|Male
573|ff6495ed|8.5|Left,Right|RockDove|Formal|Male
574|ff00ff7f|10|Left,Right|New Balance|Casual|Male
575|ff8b008b|8.5|Left,Right|Van Heusen|Sport|Male
576|ff4b0082|13.5|Left,Right|Timberland|Sport|Male
577|ff9400d3|10.5|Left,Right|Cole Haan|Boot|Male
578|ffdc143c|10.5|Left,Right|Crocs|Sandal|Male
579|ffc71585|12|Left,Right|CLARKS|Casual|Male
580|ff808000|7|Left,Right|Charlotte Chesnais|Casual|Female
581|ffff69b4|7.5|Left,Right|Alexander Wang|Sandal|Female
582|ffb8860b|8|Left,Right|ELLERY|Sport|Female
583|ffffa07a|9|Left,Right|MSGM|Sport|Female
584|fff08080|7.5|Left,Right|Gucci|Sandal|Female
585|ff6a5acd|7.5|Left,Right|Sophie Bille Brahe|Boot|Female
586|ff9370db|6.5|Left,Right|Victoria Beckham|Sandal|Female
587|ff4682b4|9.5|Left,Right|Golden Goose|Casual|Female
588|fffa8072|12|Left,Right|Rosetta Getty|Boot|Female
589|fffffafa|7|Left,Right|Akris punto|Sandal|Female
590|ff4169e1|8.5|Left,Right|Molly Goddard|Casual|Female
591|ff00bfff|6|Left,Right|T by Alexander Wang|Sandal|Female
592|ffcd5c5c|11.5|Left,Right|Sarah & Sebastian|Sport|Female
593|ffdb7093|11|Left,Right|Yigal Azrouël|Formal|Female
594|ff4682b4|7|Left,Right|Rick Owens|Sport|Female
595|ff8b008b|8|Left,Right|Proenza Schouler|Casual|Female
596|fffff0f5|7.5|Left,Right|Brooke Gregson|Boot|Female
597|ff0000ff|11|Left,Right|Moncler|Sport|Female
598|ff00008b|8|Left,Right|Rosetta Getty|Sandal|Female
599|ffffdab9|5|Left,Right|Sofie D'Hoore|Sport|Female
600|ff98fb98|10|Left,Right|Tod's|Boot|Female
601|ff556b2f|12|Left,Right|Opening Ceremony|Boot|Female
602|ffff00ff|5|Left,Right|J.W.ANDERSON|Formal|Female
603|ff8fbc8f|5.5|Left,Right|Maison Margiela|Sandal|Female
604|ffffe4b5|8|Left,Right|Prada|Casual|Female
605|ff87ceeb|8|Left,Right|Lanvin|Sport|Female
606|ffffefd5|10.5|Left,Right|Altuzarra|Casual|Female
607|fffffff0|11|Left,Right|Y's by Yohji Yamamoto|Formal|Female
608|ffffa500|12|Left,Right|Marques’Almeida|Formal|Female
609|fffff8dc|12|Left,Right|Isabel Marant|Sandal|Female
610|ffdda0dd|12|Left,Right|Kenzo|Formal|Female
611|ff9932cc|5|Left,Right|Marni|Boot|Female
612|ff808080|8.5|Left,Right|Isabel Marant|Sport|Female
613|ff4682b4|6|Left,Right|rag & bone|Sport|Female
614|ff0000ff|5|Left,Right|Junya Watanabe|Boot|Female
615|ff00ffff|12|Left,Right|Burberry|Casual|Female
616|ff778899|12|Left,Right|Balenciaga|Formal|Female
617|ffffdab9|11|Left,Right|Opening Ceremony|Casual|Female
618|ffdeb887|9|Left,Right|Yigal Azrouël|Boot|Female
619|ff483d8b|10|Left,Right|Kenzo|Casual|Female
620|ffb0c4de|11|Left,Right|Sarah & Sebastian|Formal|Female
621|ff1e90ff|9.5|Left,Right|Balenciaga|Sport|Female
622|ffb0c4de|9.5|Left,Right|Magda Butrym|Formal|Female
623|ffafeeee|7|Left,Right|Comme des Garçons Fragrance|Sandal|Female
624|ffe6e6fa|7|Left,Right|Rick Owens|Boot|Female
625|ff00ffff|5|Left,Right|MSGM|Boot|Female
626|ffffa500|9.5|Left,Right|Galvan|Casual|Female
627|ff87cefa|9.5|Left,Right|Valentino|Formal|Female
628|ff000000|6|Left,Right|Talbot Runhof|Casual|Female
629|fff0e68c|9.5|Left,Right|Paskal|Boot|Female
630|ff4682b4|11|Left,Right|Dolce&Gabbana|Sport|Female
631|ff6b8e23|6|Left,Right|Chloé|Sport|Female
632|ffffdead|6.5|Left,Right|ELLERY|Boot|Female
633|ff008b8b|5|Left,Right|Etro|Casual|Female
634|ffbc8f8f|9.5|Left,Right|Oscar de la Renta|Sport|Female
635|ff9370db|7.5|Left,Right|Balmain|Sandal|Female
636|ff808080|12|Left,Right|Yigal Azrouël|Formal|Female
637|ff006400|6|Left,Right|Molly Goddard|Sandal|Female
638|ff00ffff|7.5|Left,Right|MARC JACOBS|Sandal|Female
639|ffffe4b5|10.5|Left,Right|Sophie Bille Brahe|Formal|Female
640|ff40e0d0|9.5|Left,Right|Givenchy|Sport|Female
641|ff87cefa|6.5|Left,Right|Missoni|Boot|Female
642|fffafad2|10|Left,Right|T by Alexander Wang|Boot|Female
643|ffffa07a|11.5|Left,Right|Brooke Gregson|Sandal|Female
644|ffb22222|9.5|Left,Right|Chloé|Casual|Female
645|ff006400|11|Left,Right|Dolce&Gabbana|Sandal|Female
646|ff0000cd|5.5|Left,Right|Altuzarra|Formal|Female
647|ff7cfc00|6|Left,Right|J.W.ANDERSON|Boot|Female
648|ffc71585|5|Left,Right|Jacquemus|Casual|Female
649|ffadd8e6|6|Left,Right|Daniela Villegas|Sport|Female
650|ffffa500|8.5|Left,Right|Lafayette 148 New York|Sport|Female
651|ffff4500|6|Left,Right|Dolce&Gabbana|Casual|Female
652|ffdeb887|5|Left,Right|KARA|Formal|Female
653|ff32cd32|9|Left,Right|Loewe|Sport|Female
654|ff483d8b|6|Left,Right|FRANCESCO RUSSO|Casual|Female
655|ff98fb98|5|Left,Right|Adam Lippes|Sport|Female
656|ff87ceeb|8|Left,Right|Nancy Gonzalez|Formal|Female
657|ffffffe0|8.5|Left,Right|Lafayette 148 New York|Formal|Female
658|ff6b8e23|10.5|Left,Right|TOGA|Sport|Female
659|ffd3d3d3|9|Left,Right|Talbot Runhof|Boot|Female
660|fff08080|7.5|Left,Right|Isabel Marant|Sandal|Female
661|ff00ced1|7|Left,Right|TOGA|Formal|Female
662|fffff5ee|11|Left,Right|Dolce&Gabbana|Boot|Female
663|ffcd5c5c|5|Left,Right|Dolce&Gabbana|Formal|Female
664|fffff5ee|10|Left,Right|Isa Arfen|Formal|Female
665|ff808000|7.5|Left,Right|Cushnie et Ochs|Formal|Female
666|ffffdab9|11.5|Left,Right|Nili Lotan|Sandal|Female
667|ffbc8f8f|10.5|Left,Right|Carmen Marc Valvo Couture|Sport|Female
668|ff8b4513|11|Left,Right|J.W.ANDERSON|Sandal|Female
669|ff00ffff|9|Left,Right|Alexander McQueen|Formal|Female
670|ff3cb371|8|Left,Right|Giuseppe Zanotti|Sport|Female
671|fffffff0|9.5|Left,Right|Paskal|Formal|Female
672|ffffe4e1|8.5|Left,Right|Daniela Villegas|Casual|Female
673|fff08080|5|Left,Right|Akris|Casual|Female
674|ffffc0cb|10|Left,Right|Tibi|Sandal|Female
675|ffafeeee|6|Left,Right|Moncler|Sandal|Female
676|fff0f8ff|8|Left,Right|Max Mara|Sandal|Female
677|ff708090|8|Left,Right|Saint Laurent|Sandal|Female
678|ff000000|7.5|Left,Right|Fuzzi|Casual|Female
679|ffee82ee|9.5|Left,Right|Lanvin|Sport|Female
680|ff6495ed|6.5|Left,Right|Dries Van Noten*|Formal|Female
681|ffff1493|8.5|Left,Right|Monique Lhuillier|Boot|Female
682|ffd2b48c|12|Left,Right|Prada|Sandal|Female
683|ffcd5c5c|6.5|Left,Right|Isa Arfen|Sandal|Female
684|ffcd853f|9.5|Left,Right|Tricot Comme des Garçons|Casual|Female
685|ff000000|10|Left,Right|Shrimps|Sandal|Female
686|ff800080|7.5|Left,Right|Y's by Yohji Yamamoto|Sandal|Female
687|ffe0ffff|12|Left,Right|Jimmy Choo|Sport|Female
688|ff008000|11.5|Left,Right|MCM|Boot|Female
689|ff8b008b|8.5|Left,Right|Chloé|Boot|Female
690|ffffe4e1|7|Left,Right|Charlotte Chesnais|Sandal|Female
691|ffe6e6fa|11|Left,Right|Co|Boot|Female
692|fffff0f5|11.5|Left,Right|Dior*|Sandal|Female
693|ff20b2aa|10|Left,Right|Tu es mon TRÉSOR|Formal|Female
694|ff006400|6.5|Left,Right|Isabel Marant Etoile|Formal|Female
695|ff8b4513|11|Left,Right|Missoni|Formal|Female
696|ff98fb98|6.5|Left,Right|Paskal|Sandal|Female
697|ff1e90ff|5|Left,Right|MARC JACOBS|Sport|Female
698|ffdb7093|10|Left,Right|Vetements|Formal|Female
699|ffc0c0c0|6|Left,Right|Giuseppe Zanotti|Casual|Female
700|ffdb7093|9|Left,Right|Shrimps|Sandal|Female
701|ff87cefa|12|Left,Right|RED Valentino|Casual|Female
702|ffc71585|5|Left,Right|Tricot Comme des Garçons|Casual|Female
703|ffffffff|5|Left,Right|Nancy Gonzalez|Sandal|Female
704|ffadd8e6|7.5|Left,Right|CALVIN KLEIN 205W39NYC|Casual|Female
705|fff5f5f5|8.5|Left,Right|Proenza Schouler|Sport|Female
706|ff9acd32|12|Left,Right|Akris punto|Sandal|Female
707|fffffaf0|6|Left,Right|Phillip Lim|Boot|Female
708|fff5deb3|8.5|Left,Right|Alexandre Birman|Casual|Female
709|ff20b2aa|11|Left,Right|Bottega Veneta*|Formal|Female
710|ff00fa9a|6|Left,Right|Proenza Schouler|Casual|Female
711|ff808080|11.5|Left,Right|CHANEL*|Casual|Female
712|fffff8dc|12|Left,Right|Alexandre Birman|Boot|Female
713|ff48d1cc|11.5|Left,Right|Proenza Schouler|Boot|Female
714|ff98fb98|11|Left,Right|Givenchy|Boot|Female
715|fffa8072|10.5|Left,Right|Rosetta Getty|Casual|Female
716|ff66cdaa|9.5|Left,Right|Roksanda|Boot|Female
717|fffff5ee|10|Left,Right|Vetements|Sport|Female
718|ffff6347|9.5|Left,Right|Versace|Sandal|Female
719|ffd3d3d3|5.5|Left,Right|Talbot Runhof|Sandal|Female
720|ffffefd5|10|Left,Right|Versace|Casual|Female
721|ffffffff|11.5|Left,Right|Fendi|Sandal|Female
722|ffbdb76b|8|Left,Right|Burberry|Formal|Female
723|ffdb7093|7.5|Left,Right|Marni|Formal|Female
724|ffd3d3d3|11.5|Left,Right|MCM|Casual|Female
725|ffdaa520|9.5|Left,Right|Isabel Marant|Casual|Female
726|ffdaa520|6.5|Left,Right|Talbot Runhof|Boot|Female
727|ffff4500|10.5|Left,Right|T by Alexander Wang|Boot|Female
728|ff00bfff|11.5|Left,Right|WWAKE|Boot|Female
729|ffa9a9a9|5|Left,Right|Prada|Sport|Female
730|ff00ff00|10.5|Left,Right|Sarah & Sebastian|Formal|Female
731|ffa0522d|10.5|Left,Right|Isa Arfen|Casual|Female
732|ff2e8b57|6|Left,Right|Maison Michel|Formal|Female
733|ff008b8b|8|Left,Right|Giuseppe Zanotti|Sport|Female
734|ff00ff7f|9|Left,Right|rag & bone|Boot|Female
735|ff9acd32|12|Left,Right|Akris|Formal|Female
736|ff3cb371|8|Left,Right|Cushnie et Ochs|Formal|Female
737|fffffff0|7|Left,Right|Vetements|Casual|Female
738|ffffd700|7.5|Left,Right|CHANEL*|Boot|Female
739|ff00ced1|11|Left,Right|Sara Battaglia|Boot|Female
740|ffffefd5|5|Left,Right|Dior*|Sport|Female
741|ff00ff00|5|Left,Right|Carven|Formal|Female
742|ff556b2f|11|Left,Right|Yigal Azrouël|Sport|Female
743|ffdcdcdc|11|Left,Right|Céline*|Sandal|Female
744|ff6495ed|11|Left,Right|Phillip Lim|Formal|Female
745|ff4169e1|10.5|Left,Right|KARA|Sport|Female
746|ffdc143c|5.5|Left,Right|Off-White|Sport|Female
747|ffadd8e6|5|Left,Right|Giuseppe Zanotti|Boot|Female
748|ffffffff|8.5|Left,Right|Anya Hindmarch|Sandal|Female
749|ff778899|6.5|Left,Right|rag & bone|Sport|Female
750|ff9370db|10|Left,Right|Anya Hindmarch|Sport|Female
751|ffdaa520|10.5|Left,Right|Brandon Maxwell|Sport|Female
752|fff0f8ff|11|Left,Right|Missoni|Boot|Female
753|ffffe4c4|10|Left,Right|rag & bone|Formal|Female
754|ffdc143c|8|Left,Right|Maison Michel|Sport|Female
755|ff87cefa|5|Left,Right|Galvan|Formal|Female
756|ffb0e0e6|9|Left,Right|J.W.ANDERSON|Sandal|Female
757|ffffb6c1|6.5|Left,Right|Monse|Casual|Female
758|ff4169e1|8.5|Left,Right|Talbot Runhof|Sandal|Female
759|ffd3d3d3|11|Left,Right|Marni|Boot|Female
760|ffffd700|7|Left,Right|Valentino|Formal|Female
761|fffff8dc|7.5|Left,Right|Moncler|Sandal|Female
762|ff9400d3|5|Left,Right|Jacquemus|Sandal|Female
763|ff556b2f|9|Left,Right|Céline*|Sport|Female
764|ff98fb98|9|Left,Right|Brandon Maxwell|Sport|Female
765|ff9acd32|7.5|Left,Right|Monse|Sport|Female
766|ffdaa520|5.5|Left,Right|Veronica Beard|Sandal|Female
767|ff6b8e23|11.5|Left,Right|Golden Goose|Boot|Female
768|fffaebd7|5|Left,Right|CALVIN KLEIN 205W39NYC|Casual|Female
769|ff6495ed|12|Left,Right|Balenciaga|Boot|Female
770|fffdf5e6|7|Left,Right|Alexandre Birman|Sandal|Female
771|ffe0ffff|7.5|Left,Right|Rick Owens|Sport|Female
772|ffd2691e|10|Left,Right|Lafayette 148 New York|Sandal|Female
773|ff191970|11|Left,Right|Burberry|Sandal|Female
774|ffdcdcdc|12|Left,Right|Balmain|Sport|Female
775|ff4169e1|6.5|Left,Right|Giuseppe Zanotti|Sandal|Female
776|ffffa500|10|Left,Right|Isabel Marant|Formal|Female
777|ff008000|6|Left,Right|Balenciaga|Formal|Female
778|ff8a2be2|5|Left,Right|Simon Miller|Sport|Female
779|ffc0c0c0|12|Left,Right|Charlotte Chesnais|Sport|Female
780|ffd2691e|8.5|Left,Right|Alexandre Birman|Formal|Female
781|ff8a2be2|6.5|Left,Right|Yigal Azrouël|Boot|Female
782|ffb8860b|8.5|Left,Right|Fabiana Filippi|Boot|Female
783|fff5fffa|10.5|Left,Right|Prada|Boot|Female
784|ffdeb887|6.5|Left,Right|Adam Lippes|Boot|Female
785|ffd2691e|5|Left,Right|Akris|Formal|Female
786|ffffa500|5.5|Left,Right|Monique Lhuillier|Boot|Female
787|ffffdab9|5|Left,Right|Golden Goose|Sandal|Female
788|ffd2b48c|6.5|Left,Right|Zero + Maria Cornejo|Sport|Female
789|fff0e68c|6.5|Left,Right|Isa Arfen|Sandal|Female
790|ffd2b48c|7|Left,Right|Simone Rocha|Boot|Female
791|fffdf5e6|11.5|Left,Right|Lela Rose|Sport|Female
792|ffffe4c4|6|Left,Right|Carmen Marc Valvo Couture|Boot|Female
793|ff00bfff|5.5|Left,Right|Tod's|Formal|Female
794|ffffd700|12|Left,Right|Manolo Blahnik|Sandal|Female
795|ffbc8f8f|7|Left,Right|Armani Collezioni|Casual|Female
796|ff191970|9|Left,Right|Jimmy Choo|Sandal|Female
797|ffffdead|10.5|Left,Right|KARA|Boot|Female
798|ffffe4b5|9.5|Left,Right|Golden Goose|Sport|Female
799|ff191970|5.5|Left,Right|Comme des Garçons Fragrance|Sandal|Female
800|ff4169e1|12|Left,Right|Jimmy Choo|Boot|Female
801|ff00fa9a|7|Left,Right|Sofie D'Hoore|Sport|Female
802|ff2f4f4f|10|Left,Right|Lela Rose|Sandal|Female
803|fffffacd|5|Left,Right|Sarah & Sebastian|Sport|Female
804|fff8f8ff|5|Left,Right|Rosetta Getty|Formal|Female
805|ff90ee90|11|Left,Right|Tricot Comme des Garçons|Sandal|Female
806|ff228b22|8.5|Left,Right|CHANEL*|Sandal|Female
807|fff8f8ff|6.5|Left,Right|Alexandre Birman|Sandal|Female
808|ffffe4e1|11.5|Left,Right|rag & bone|Boot|Female
809|ff8b4513|6.5|Left,Right|Tricot Comme des Garçons|Sandal|Female
810|ffffebcd|11|Left,Right|Fabiana Filippi|Sport|Female
811|ffbc8f8f|6.5|Left,Right|Victoria Beckham|Sandal|Female
812|ff9932cc|11.5|Left,Right|Jonathan Simkhai|Sport|Female
813|ffffdab9|11.5|Left,Right|Burberry|Casual|Female
814|ffe6e6fa|12|Left,Right|Bottega Veneta*|Casual|Female
815|ff7fff00|8.5|Left,Right|T by Alexander Wang|Sandal|Female
816|ff8b4513|6|Left,Right|MARC JACOBS|Sport|Female
817|ffffffff|6|Left,Right|Miu Miu|Casual|Female
818|fffdf5e6|12|Left,Right|Monique Lhuillier|Formal|Female
819|ffffa07a|11|Left,Right|Carolina Herrera|Formal|Female
820|ff4169e1|7.5|Left,Right|Maison Michel|Sandal|Female
821|ffff0000|11|Left,Right|Acne Studios|Sandal|Female
822|ff00ff7f|12|Left,Right|Moncler|Casual|Female
823|ff008b8b|8.5|Left,Right|Pedro Garcia|Boot|Female
824|ff008b8b|6.5|Left,Right|J.W.ANDERSON|Sandal|Female
825|ff191970|5.5|Left,Right|Manolo Blahnik|Sport|Female
826|ffff69b4|8.5|Left,Right|Bottega Veneta*|Sport|Female
827|ffa9a9a9|8|Left,Right|Comme des Garçons Fragrance|Sandal|Female
828|ff98fb98|9.5|Left,Right|Tod's|Casual|Female
829|ff800080|5|Left,Right|Fabiana Filippi|Casual|Female
830|ffff00ff|10.5|Left,Right|Balenciaga|Formal|Female
831|ffba55d3|10|Left,Right|Smythson|Sport|Female
832|ffdcdcdc|8.5|Left,Right|Rick Owens|Formal|Female
833|ffff69b4|5|Left,Right|Sofie D'Hoore|Boot|Female
